COMPANY,ADDRESS,LATITUDE,LONGITUDE,CO TPY,NOX TPY,Pb TPY,SO2 TPY,VOC TPY,PM10 TPY,PM2.5 TPY
OWENS COOPERATIVE GIN COMPANY,"OWENS COOPERATIVE GIN COMPANY,CROSBY,TEXAS,USA",33.5565713,-101.3533298,1.12,1.33,0.0,0.01,0.07,14.61,1.03
TEXAS TRIUMPH SEED CO INC,"TEXAS TRIUMPH SEED CO INC,CROSBY,TEXAS,USA",29.9118885,-95.0621512,0,0,0.0,0,1.9051,0.9797,0.1639
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,CULBERSON,TEXAS,USA",31.347767,-104.4723301,11.5572,165.466,0.0,1.9359,6.7395,4.7702,4.7702
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,CULBERSON,TEXAS,USA",31.347767,-104.4723301,13.7548,73.6557,0.0,0.2502,60.7316,5.0196,5.0196
DELAWARE BASIN MIDSTREAM LLC,"DELAWARE BASIN MIDSTREAM LLC,CULBERSON,TEXAS,USA",31.347767,-104.4723301,25.8965,81.9016,0.0,1.1882,56.4374,3.613,3.3513
MARKWEST ENERGY WEST TEXAS GAS COMPANY LLC,"MARKWEST ENERGY WEST TEXAS GAS COMPANY LLC,CULBERSON,TEXAS,USA",31.347767,-104.4723301,30.3808,95.6618,0.0,14.7816,25.6113,7.9973,7.9973
TARGA DELAWARE LLC,"TARGA DELAWARE LLC,CULBERSON,TEXAS,USA",31.347767,-104.4723301,35.2052,25.4717,0.0,227.5192,67.7142,2.2499,2.2499
DELAWARE PROCESSING LLC,"DELAWARE PROCESSING LLC,CULBERSON,TEXAS,USA",31.347767,-104.4723301,25.6195,24.6505,0.0,9.2124,13.6993,1.858,1.858
OASIS PIPELINE CO TEXAS LP,"OASIS PIPELINE CO TEXAS LP,CALDWELL,TEXAS,USA",29.98556,-97.1338899,164.735,685.6624,0.0,0.3239,79.4044,26.0743,26.0743
FLINT HILLS RESOURCES CORPUS CHRISTI LLC,"FLINT HILLS RESOURCES CORPUS CHRISTI LLC,CALDWELL,TEXAS,USA",27.8005828,-97.39638099999999,1.7332,0.6943,0.0,0,14.9103,0,0
ALCOA WORLD ALUMINA LLC,"ALCOA WORLD ALUMINA LLC,CALHOUN,TEXAS,USA",28.5995978,-96.636637,3.4493,5.2963,0.0,1.394,3.5889,4.9755,0.0008
UNION CARBIDE CORPORATION,"UNION CARBIDE CORPORATION,CALHOUN,TEXAS,USA",28.5064566,-96.77615999999999,585.4413,683.6381,0.0,0.1123,693.6855,66.3255,40.3752
INEOS NITRILES USA LLC,"INEOS NITRILES USA LLC,CALHOUN,TEXAS,USA",28.5706022,-96.83074599999999,90.6609,705.9196,0.0,0.9342,28.5275,26.8756,0
FORMOSA PLASTICS CORPORATION TEXAS,"FORMOSA PLASTICS CORPORATION TEXAS,CALHOUN,TEXAS,USA",28.6975144,-96.5449333,1137.3683,2935.8872,0.0,17.4562,727.1748,209.7506,164.9208
SEADRIFT COKE LP,"SEADRIFT COKE LP,CALHOUN,TEXAS,USA",28.5140188,-96.79304289999999,129.0022,194.7271,0.0041,471.1951,52.3501,18.5308,6.6018
FLORIDA GAS TRANSMISSION COMPANY LLC,"FLORIDA GAS TRANSMISSION COMPANY LLC,CALHOUN,TEXAS,USA",28.4169365,-96.663812,0,0,0.0,0,0,0,0
FORMOSA HYDROCARBONS COMPANY INC,"FORMOSA HYDROCARBONS COMPANY INC,CALHOUN,TEXAS,USA",28.6640396,-96.5597616,8.7399,16.259,0.0,0.0003,3.3207,1.3381,1.3381
BRASKEM AMERICA  INC,"BRASKEM AMERICA  INC,CALHOUN,TEXAS,USA",28.4169365,-96.663812,58.0121,6.3286,0.0,0,55.1026,0.6655,0
PORT COMFORT POWER LLC,"PORT COMFORT POWER LLC,CALHOUN,TEXAS,USA",28.6797169,-96.56025369999999,6.31,4.99,0.0,0.12,0.59,0.57,0.56
PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS,"PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS,CAMERON,TEXAS,USA",25.9017472,-97.4974838,2.9,27.46,0.0,0.3,1.2,0.4,0.4
CITY OF BROWNSVILLE,"CITY OF BROWNSVILLE,CAMERON,TEXAS,USA",25.9017472,-97.4974838,18.99,4.17,0.0,1.04,12.1159,10.83,6.16
TRANSMONTAIGNE OPERATING CO LP,"TRANSMONTAIGNE OPERATING CO LP,CAMERON,TEXAS,USA",30.8532454,-96.9769304,1.2814,1.5254,0.0,0.0092,1.0056,0.116,0.116
KEPPEL AMFELS INC,"KEPPEL AMFELS INC,CAMERON,TEXAS,USA",25.9713898,-97.3624584,0.0581,0.0692,0.0,0.0004,48.7661,1.836,0.315
VALLEY CO-OP OIL  MILL,"VALLEY CO-OP OIL  MILL,CAMERON,TEXAS,USA",26.2119152,-97.72018980000001,5.0224,2.9895,0.0,0.0359,123.8291,42.615,39.8879
CHASE INDUSTRIES INC,"CHASE INDUSTRIES INC,CAMERON,TEXAS,USA",30.8532454,-96.9769304,0,0,0.0,0,18.904,0.0478,0.0478
VALLEY CROSSING PIPELINE LLC,"VALLEY CROSSING PIPELINE LLC,CAMERON,TEXAS,USA",30.8532454,-96.9769304,6.7596,3.1116,0.0,0.2471,5.4363,0.4238,0.4238
SULPHUR RIVER GATHERING LLC,"SULPHUR RIVER GATHERING LLC,CAMP,TEXAS,USA",33.37462953874159,-95.28425010573444,21.0666,24.4309,0.0,45.2818,11.7504,2.5601,2.2801
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,CARSON,TEXAS,USA",31.9685988,-99.9018131,5.605,21.874,0.0,0.232,1.093,0.451,0.451
SCOUT ENERGY MANAGEMENT LLC,"SCOUT ENERGY MANAGEMENT LLC,CARSON,TEXAS,USA",35.6225299,-101.4033208,70.3299,60.3226,0.0,0.111,118.2162,6.546,6.546
CARSON COUNTY GIN LP,"CARSON COUNTY GIN LP,CARSON,TEXAS,USA",35.4116309,-101.2224727,1.35,1.6,0.0,0.01,0.09,10.3,0.77
GRAPHIC PACKAGING INTERNATIONAL LLC,"GRAPHIC PACKAGING INTERNATIONAL LLC,CASS,TEXAS,USA",33.256034,-94.0717595,972.9587,1956.9938,0.1547,192.5059,2081.9085,511.4348,448.1249
MIDCONTINENT EXPRESS PIPELINE LLC,"MIDCONTINENT EXPRESS PIPELINE LLC,CASS,TEXAS,USA",33.09443420000001,-94.315422,23.1549,80.0669,0.0,0.3821,21.007,5.4639,5.4639
EQUISTAR CHEMICALS LP,"EQUISTAR CHEMICALS LP,CHAMBERS,TEXAS,USA",29.8537063,-94.8962707,13.9813,2.4621,0.0,0.026,26.4928,0.0561,0.0218
ONEOK HYDROCARBON SOUTHWEST LLC,"ONEOK HYDROCARBON SOUTHWEST LLC,CHAMBERS,TEXAS,USA",29.86026,-94.8903387,81.7148,139.3893,0.0,6.816,20.1899,13.4647,11.5147
ENTERPRISE  PRODUCTS  OPERATING  LLC,"ENTERPRISE  PRODUCTS  OPERATING  LLC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,39.1045,21.0923,0.0,0.0298,68.8312,0.1903,0.1903
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,1110.8994,783.8686,0.0,61.592,723.8158,161.89,141.3118
EXXONMOBIL CHEMICAL COMPANY,"EXXONMOBIL CHEMICAL COMPANY,CHAMBERS,TEXAS,USA",29.8748691,-94.9160345,130.5833,57.3763,0.0,0.5507,187.7158,41.1129,8.3057
TEXAS PETROLEUM INVESTMENT CO,"TEXAS PETROLEUM INVESTMENT CO,CHAMBERS,TEXAS,USA",29.75073309999999,-95.48308229999999,3.5783,1.1959,0.0,0.0112,2.9479,0.3605,0.3605
EXXONMOBIL PIPELINE COMPANY,"EXXONMOBIL PIPELINE COMPANY,CHAMBERS,TEXAS,USA",29.84764,-94.9017614,2.0348,1.7182,0.0,0.0723,4.2619,0.5148,0.1004
NRG TEXAS POWER LLC,"NRG TEXAS POWER LLC,CHAMBERS,TEXAS,USA",31.9685988,-99.9018131,496.9793,725.2626,0.0051,9.9473,71.956,136.4424,120.2342
COVESTRO LLC,"COVESTRO LLC,CHAMBERS,TEXAS,USA",29.7569122,-94.909645,49.9983,49.4586,0.0,13.6201,26.3124,51.5959,4.7137
ENERGY TRANSFER MONT BELVIEU NGLS LP,"ENERGY TRANSFER MONT BELVIEU NGLS LP,CHAMBERS,TEXAS,USA",29.8477222,-94.89075799999999,7.2386,3.8182,0.0,0.0351,34.0551,0.0056,0.0056
TARGA MIDSTREAM SERVICES  LLC,"TARGA MIDSTREAM SERVICES  LLC,CHAMBERS,TEXAS,USA",29.8368991,-94.8955258,126.6532,93.2001,0.0,4.8963,300.2112,62.0377,53.7742
SHELL PIPELINE COMPANY LP,"SHELL PIPELINE COMPANY LP,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,0.6513,0.6022,0.0,0.8956,19.7262,0.0315,0.0315
GULF COAST FRACTIONATORS,"GULF COAST FRACTIONATORS,CHAMBERS,TEXAS,USA",29.853519,-94.917575,112.8562,26.4081,0.0,3.0285,60.0659,9.2169,9.2129
TEXAS EASTERN TRANSMISSION LP,"TEXAS EASTERN TRANSMISSION LP,CHAMBERS,TEXAS,USA",29.8161132,-94.82533219999999,0.8939,4.7337,0.0,0.035,5.9898,2.8597,2.8597
DENBURY ONSHORE LLC,"DENBURY ONSHORE LLC,CHAMBERS,TEXAS,USA",31.9685988,-99.9018131,16.008,5.1371,0.0,0,13.3369,3.9456,3.9456
HEXION INC,"HEXION INC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,29.995,0,0.0,0.001,16.5644,0.01,0.0003
PARAGON SOUTHWEST MEDICAL WASTE LLC,"PARAGON SOUTHWEST MEDICAL WASTE LLC,CHAMBERS,TEXAS,USA",29.7930344,-94.5197058,0,0,0.0,0,0,0,0
UCAR PIPELINE INC,"UCAR PIPELINE INC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,0.363,0.1819,0.0,0,1.0144,0,0
EL DORADO NITROGEN LLC,"EL DORADO NITROGEN LLC,CHAMBERS,TEXAS,USA",29.762802,-94.9098473,0,49.0712,0.0,0,0.0426,8.32,8.32
JSW STEEL USA INC,"JSW STEEL USA INC,CHAMBERS,TEXAS,USA",29.6924774,-94.8984279,1.9096,16.767,0.0,0.281,5.0213,8.6743,8.2123
ONEOK NGL PIPELINE LLC,"ONEOK NGL PIPELINE LLC,CHAMBERS,TEXAS,USA",29.86026,-94.8903387,0.3939,0.1973,0.0,0,19.5785,0,0
BAYTOWN ENERGY CENTER LLC,"BAYTOWN ENERGY CENTER LLC,CHAMBERS,TEXAS,USA",29.694436,-94.91304269999999,439.308,188.521,0.0001,11.1354,14.752,42.3634,37.1656
USA WASTE OF TEXAS LANDFILLS INC,"USA WASTE OF TEXAS LANDFILLS INC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,58.941,10.84,0.0,72.7304,8.3785,5.9705,4.3305
SUNOCO PARTNERS MARKETING & TERMINALS LP,"SUNOCO PARTNERS MARKETING & TERMINALS LP,CHAMBERS,TEXAS,USA",31.9685988,-99.9018131,0,0,0.0,0,3.0366,0,0
LANXESS CORPORATION,"LANXESS CORPORATION,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,7.8624,6.075,0.0,2.6411,6.4032,0.0209,0.01
ENTERPRISE TE PRODUCTS PIPELINE CO LLC,"ENTERPRISE TE PRODUCTS PIPELINE CO LLC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,1.2926,0.2643,0.0,0,9.6622,0,0
TORRENT OIL LLC,"TORRENT OIL LLC,CHAMBERS,TEXAS,USA",29.8548822,-94.8834164,10.4058,9.5685,0.0,0.07,8.6506,1.0944,1.032
ENERGY TRANSFER GC NGL FRACTIONATORS LLC,"ENERGY TRANSFER GC NGL FRACTIONATORS LLC,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,99.5627,28.3663,0.0,12.6313,67.3482,22.987,22.987
ONEOK HYDROCARBON LP,"ONEOK HYDROCARBON LP,CHAMBERS,TEXAS,USA",29.86026,-94.8903387,3.9701,19.5797,0.0,44.0643,15.5924,17.4641,15.2853
MOTIVA CHEMICALS LLC,"MOTIVA CHEMICALS LLC,CHAMBERS,TEXAS,USA",29.9021164,-93.96531449999999,0,0,0.0,0,3.0657,0,0
CHEVRON PIPE LINE COMPANY,"CHEVRON PIPE LINE COMPANY,CHAMBERS,TEXAS,USA",29.7555505,-95.3714846,0,0,0.0,0,22.27,0,0
AIR PRODUCTS LLC,"AIR PRODUCTS LLC,CHAMBERS,TEXAS,USA",29.7526661,-94.9104167,42.0097,26.9707,0.0,0.0558,14.5992,10.2551,8.1451
KAISER-FRANCIS OIL COMPANY,"KAISER-FRANCIS OIL COMPANY,CHAMBERS,TEXAS,USA",29.7524956,-94.6863782,1.7025,1.8569,0.0,0.012,13.1863,0.2018,0.2018
PINE HILL FARMS LANDFILL TX  LP,"PINE HILL FARMS LANDFILL TX  LP,CHEROKEE,TEXAS,USA",32.1046071,-94.6052069,8.27,1.97,0.0,0.77,8.7161,4.56,2.16
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,CHEROKEE,TEXAS,USA",30.9814776,-98.7083207,37.2442,117.9569,0.0,0.844,7.3436,9.4887,9.4863
ATMOS ENERGY CORP,"ATMOS ENERGY CORP,CLAY,TEXAS,USA",33.7190983,-98.1267336,55.4289,23.6958,0.0,0.0382,12.4654,1.5267,1.5267
TRIANGLE BRICK COMPANY,"TRIANGLE BRICK COMPANY,CLAY,TEXAS,USA",33.7022654,-98.0886524,105.34,30.72,0.0,58.81,7.5897,47.52,42.19
PHILLIPS 66 PIPELINE LLC,"PHILLIPS 66 PIPELINE LLC,COCHRAN,TEXAS,USA",33.5643803,-102.8975098,63.0696,44.1459,0.0,0.0289,2.8609,0.1674,0.1674
WTG JAMESON LP,"WTG JAMESON LP,COKE,TEXAS,USA",32.0489883,-100.6802902,150.95,98.17,0.0,74.375,96.065,4.9,4.9
WIND CLEAN CORP,"WIND CLEAN CORP,COLEMAN,TEXAS,USA",31.8421868,-99.4100196,0,0,0.0,0,0.4359,0.0006,0.0006
CITY OF GARLAND POWER & LIGHT,"CITY OF GARLAND POWER & LIGHT,COLLIN,TEXAS,USA",32.912624,-96.63888329999999,3.321,6.0017,0.0,0.078,0.6028,0.8972,0.8972
RAYTHEON COMPANY,"RAYTHEON COMPANY,COLLIN,TEXAS,USA",33.0002439,-96.6912309,1.4665,3.011,0.0,0.7891,3.7938,0.0731,0
COLORDYNAMICS INC,"COLORDYNAMICS INC,COLLIN,TEXAS,USA",33.0894039,-96.6737055,0.334,0.42,0.0,0.0026,3.4947,0.034,0.034
WIN SAM INC,"WIN SAM INC,COLLIN,TEXAS,USA",33.1795213,-96.49297969999999,13.0121,25.0748,0.0,0.2094,0.9468,1.267,1.267
QORVO TEXAS LLC,"QORVO TEXAS LLC,COLLIN,TEXAS,USA",33.1795213,-96.49297969999999,11.4587,4.4485,0.0,0.1112,6.6967,0.5766,0.5685
TYG LEASING LP,"TYG LEASING LP,COLLIN,TEXAS,USA",33.223036,-96.6099574,0.002,0.0048,0.0,0,23.5496,0.0066,0.0066
ENCORE WIRE CORPORATION,"ENCORE WIRE CORPORATION,COLLIN,TEXAS,USA",33.1831097,-96.6022625,175.1759,16.5581,0.0314,0.1901,39.5606,12.4288,11.5741
NORTH TEXAS MUNICIPAL WATER DISTRICT,"NORTH TEXAS MUNICIPAL WATER DISTRICT,COLLIN,TEXAS,USA",33.0175351,-96.53323569999999,12.29,3.35,0.0,9.93,8.306,20.23,10.84
TEXAS INSTRUMENTS INC,"TEXAS INSTRUMENTS INC,COLLIN,TEXAS,USA",33.0028669,-96.72115269999999,8.04,4.6313,0.0,0.053,10.6806,6.0457,0.6737
FARMERS CO OPERATIVE SOCIETY NO 1 OF WELLINGTON TEXAS,"FARMERS CO OPERATIVE SOCIETY NO 1 OF WELLINGTON TEXAS,COLLINGSWORTH,TEXAS,USA",34.856166,-100.2137263,2.41,2.87,0.0,0.02,0.16,38,2.68
COPANO PROCESSING LLC,"COPANO PROCESSING LLC,COLORADO,TEXAS,USA",29.98556,-97.1338899,102.808,180.5373,0.0,0.8074,146.9815,24.8977,21.6594
SKY GLOBAL POWER ONE LLC,"SKY GLOBAL POWER ONE LLC,COLORADO,TEXAS,USA",31.9685988,-99.9018131,0.1297,1.6729,0.0,0.2169,2.0578,0.9642,0.9642
TXI OPERATIONS LP,"TXI OPERATIONS LP,COMAL,TEXAS,USA",29.8105572,-98.2212979,1268.7853,1508.7519,0.0069,20.5589,38.0465,205.0497,121.0384
LHOIST NORTH AMERICA OF TEXAS LLC,"LHOIST NORTH AMERICA OF TEXAS LLC,COMAL,TEXAS,USA",29.6803674,-98.17864259999999,124.08,485.95,0.0,252.0732,5.1714,73.1631,34.1992
CEMEX CONSTRUCTION MATERIALS SOUTH LLC,"CEMEX CONSTRUCTION MATERIALS SOUTH LLC,COMAL,TEXAS,USA",29.8105572,-98.2212979,1446.5767,1560.0325,0.0021,43.3715,18.7677,295.1859,63.9453
SYMONS BY DAYTON SUPERIOR,"SYMONS BY DAYTON SUPERIOR,COMAL,TEXAS,USA",29.7051868,-98.1006469,0,0,0.0,0,1.7533,0.188,0.188
WASTE MANAGEMENT OF TEXAS INC,"WASTE MANAGEMENT OF TEXAS INC,COMAL,TEXAS,USA",29.8105572,-98.2212979,123.327,24.862,0.0,9.0202,7.2343,27.5823,15.7323
NATIONWIDE TANK & PIPE LLC,"NATIONWIDE TANK & PIPE LLC,COMAL,TEXAS,USA",29.6702347,-98.1589716,0,0,0.0,0,23.1774,0.0784,0.0784
LONESTAR FIBERGLASS COMPONENTS OF TEXAS LLC,"LONESTAR FIBERGLASS COMPONENTS OF TEXAS LLC,COMAL,TEXAS,USA",29.7770135,-98.0344581,0,0,0.0,0,9.0197,0,0
INDUSTRIAL MODELS INC,"INDUSTRIAL MODELS INC,COOKE,TEXAS,USA",33.643438,-97.19743729999999,0.0084,0.01,0.0,0,0.615,0.2527,0.2527
MOLDED FIBER GLASS COMPANIES TEXAS LP,"MOLDED FIBER GLASS COMPANIES TEXAS LP,COOKE,TEXAS,USA",33.6672185,-97.35165579999999,0.187,0.2223,0.0,0.0013,11.7421,0.3865,0.0781
OXY USA INC,"OXY USA INC,CRANE,TEXAS,USA",31.50963399999999,-102.4823713,163.9625,1173.3924,0.0,4.7285,90.7835,19.9508,19.7137
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,CRANE,TEXAS,USA",31.3973624,-102.3501419,14.7855,149.4054,0.0,0.0243,21.5399,1.9974,1.9974
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,CRANE,TEXAS,USA",31.3973624,-102.3501419,251.689,791.9243,0.0,665.8481,171.0204,19.128,19.128
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,CRANE,TEXAS,USA",31.3973624,-102.3501419,4.493,32.9302,0.0,0.4231,1.7954,0.8211,0.8211
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,CRANE,TEXAS,USA",31.3973624,-102.3501419,37.4741,39.7127,0.0,0.1102,51.4134,2.3267,2.3267
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,CROCKETT,TEXAS,USA",31.3177591,-95.4571905,53.5409,121.544,0.0,2.2712,70.1056,3.258,3.258
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,CROCKETT,TEXAS,USA",31.3177591,-95.4571905,86.6735,102.3115,0.0,0.2805,114.4783,0.9912,0.9912
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,CROCKETT,TEXAS,USA",31.3177591,-95.4571905,325.3493,169.0422,0.0,0.1714,40.6682,3.9398,3.9398
EPIC PERMIAN OPERATING LLC,"EPIC PERMIAN OPERATING LLC,CROCKETT,TEXAS,USA",30.681463,-101.2085046,41.264,50.8972,0.0,0,11.3512,1.0498,1.0498
OASIS PIPELINE CO TEXAS  LP,"OASIS PIPELINE CO TEXAS  LP,CROCKETT,TEXAS,USA",29.98556,-97.1338899,53.8423,210.93,0.0,2.2433,2.1683,4.3547,4.3547
WTG SOUTH PERMIAN MIDSTREAM LLC,"WTG SOUTH PERMIAN MIDSTREAM LLC,CROCKETT,TEXAS,USA",31.3177591,-95.4571905,10.83,8.97,0.0,6.4324,11.2843,0.31,0.31
BAYLOR UNIVERSITY MEDICAL CENTER,"BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,TEXAS,USA",32.7895997,-96.7784089,11.91,7.09,0.0,0.09,0.78,1.08,1.08
HATCO INC,"HATCO INC,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,0.516,0.614,0.0,0.0042,16.8853,0.35,0.047
TAMKO BUILDING PRODUCTS LLC,"TAMKO BUILDING PRODUCTS LLC,DALLAS,TEXAS,USA",32.7146014,-96.75292209999999,30.1526,8.1746,0.0,30.0695,47.7106,24.0841,14.3369
WESTROCK CONVERTING COMPANY,"WESTROCK CONVERTING COMPANY,DALLAS,TEXAS,USA",32.9007602,-96.7624397,14.3784,11.575,0.0001,0.1924,17.4198,1.8034,1.8034
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,317.5784,133.706,0.0009,1.5716,20.2098,19.8111,19.8102
MOUNTAIN CREEK POWER LLC,"MOUNTAIN CREEK POWER LLC,DALLAS,TEXAS,USA",32.7109948,-96.94107989999999,297.2451,176.4671,0.0012,1.5237,13.736,20.7617,20.7615
SHERWIN-WILLIAMS MANUFACTURING COMPANY,"SHERWIN-WILLIAMS MANUFACTURING COMPANY,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,6.2699,7.3923,0.0,0.0405,14.988,1.4266,1.4227
OCCIDENTAL CHEMICAL CORPORATION,"OCCIDENTAL CHEMICAL CORPORATION,DALLAS,TEXAS,USA",32.7545514,-96.77870279999999,11.2792,10.5075,0.0,0.0806,0.7385,29.6424,29.6424
EXXONMOBIL PIPELINE COMPANY,"EXXONMOBIL PIPELINE COMPANY,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,0.3149,0.0081,0.0,0.0001,13.4426,0.0001,0.0001
FRITZ INDUSTRIES INC,"FRITZ INDUSTRIES INC,DALLAS,TEXAS,USA",32.770659,-96.65253150000001,2.6698,3.1782,0.0,0.019,6.1048,0.3994,0.3994
BUILDING MATERIALS INVESTMENT CORPORATION,"BUILDING MATERIALS INVESTMENT CORPORATION,DALLAS,TEXAS,USA",32.8503099,-96.6871408,58.8811,15.2146,0.0,122.5326,15.4738,31.9561,31.9561
MI WINDOWS AND DOORS LLC,"MI WINDOWS AND DOORS LLC,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,2.1632,2.5755,0.0,0.0156,13.2989,0.1989,0.1963
PPG ARCHITECTURAL FINISHES INC,"PPG ARCHITECTURAL FINISHES INC,DALLAS,TEXAS,USA",33.0120846,-96.6007393,0.2118,0.252,0.0,0.0016,7.4705,0.278,0.278
HENSLEY INDUSTRIES INC,"HENSLEY INDUSTRIES INC,DALLAS,TEXAS,USA",32.8924867,-96.90698619999999,65.2413,11.1059,0.0,3.1124,59.1921,8.2073,8.0893
SENOX CORPORATION,"SENOX CORPORATION,DALLAS,TEXAS,USA",32.8613437,-96.88442189999999,2.0186,6.7285,0.0,0.0144,5.9861,0.1826,0.1826
EPIROC DRILLING SOLUTIONS LLC,"EPIROC DRILLING SOLUTIONS LLC,DALLAS,TEXAS,USA",32.9334861,-96.62768400000002,0.7874,1.2613,0.0,0.0047,5.5996,0.1038,0.0514
GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS INC,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS INC,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,10.3807,12.4209,0.0,0.2949,19.6672,19.7276,19.7097
ICT SALES INC,"ICT SALES INC,DALLAS,TEXAS,USA",32.8915029,-96.70727180000002,0,0,0.0,0,5.848,0,0
HEMPEL USA INC,"HEMPEL USA INC,DALLAS,TEXAS,USA",32.8327863,-96.8461688,0.4726,0.5626,0.0,0.0034,7.7405,1.7888,1.3941
MAGELLAN PIPELINE TERMINALS LP,"MAGELLAN PIPELINE TERMINALS LP,DALLAS,TEXAS,USA",32.8649296,-96.7741391,0,0,0.0,0,42.3099,0.062,0.0456
ATRIUM COMPANIES INC,"ATRIUM COMPANIES INC,DALLAS,TEXAS,USA",32.7795181,-96.9002142,0,0,0.0,0,1.0162,0,0
OWENS CORNING ROOFING AND ASPHALT LLC,"OWENS CORNING ROOFING AND ASPHALT LLC,DALLAS,TEXAS,USA",32.8958804,-96.8831166,16.2112,24.3916,0.0,76.4365,10.967,26.097,26.097
SHERWIN WILLIAMS COMPANY,"SHERWIN WILLIAMS COMPANY,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,0.4669,0.5558,0.0,0.0033,17.8298,0.5744,0.0422
SOLO CUP OPERATING CORP,"SOLO CUP OPERATING CORP,DALLAS,TEXAS,USA",32.7100133,-97.03196679999999,1.532,1.826,0.029,0.0115,8.345,0.4665,0.141
MOTIVA ENTERPRISES LLC,"MOTIVA ENTERPRISES LLC,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,1.5495,0.7706,0.0,0.0007,48.5954,0.0416,0.0416
TEXAS FINISHING CO,"TEXAS FINISHING CO,DALLAS,TEXAS,USA",32.960964,-96.847399,0.95,1.13,0.0,0.03,15.4868,0.1349,0.09
TEXAS INSTRUMENTS INCORPORATED,"TEXAS INSTRUMENTS INCORPORATED,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,62.5666,61.945,0.0,0.6901,60.8204,8.1399,4.8747
CABINETWORKS GROUP MICHIGAN LLC,"CABINETWORKS GROUP MICHIGAN LLC,DALLAS,TEXAS,USA",32.6423217,-96.9199423,0.0773,0.092,0.0,0.0002,14.8205,0.6994,0.2117
TRIUMPH AEROSTRUCTURES LLC,"TRIUMPH AEROSTRUCTURES LLC,DALLAS,TEXAS,USA",32.7438966,-96.9824972,0.5674,0.3378,0.0,0.004,11.3139,0.0749,0.0514
RMAX INC,"RMAX INC,DALLAS,TEXAS,USA",32.9313121,-96.82991679999999,0,0,0.0,0,24.89,0,0
AQUATIC CO,"AQUATIC CO,DALLAS,TEXAS,USA",32.7766642,-96.79698789999999,0.2631,0.3132,0.0,0.0019,22.4286,0.0251,0.0251
DAL-TILE CORPORATION,"DAL-TILE CORPORATION,DALLAS,TEXAS,USA",32.7647406,-96.56162379999999,173.75,65.29,0.0183,17.7,17.98,71.93,31.8
HENRY COMPANY LLC,"HENRY COMPANY LLC,DALLAS,TEXAS,USA",32.9033057,-96.6879652,2.167,1.715,0.0,0.013,0.68,0.5547,0.5547
WESTERN EXTRUSIONS CORPORATION,"WESTERN EXTRUSIONS CORPORATION,DALLAS,TEXAS,USA",32.9676482,-96.92139069999999,10.0362,11.9477,0.0,0.0696,14.4287,1.0044,1.0044
AER MANUFACTURING II INC,"AER MANUFACTURING II INC,DALLAS,TEXAS,USA",32.9589468,-96.84745410000001,0.3533,0.4205,0.0,0.0024,13.9711,0.0318,0.0318
TEKNI-PLEX INC,"TEKNI-PLEX INC,DALLAS,TEXAS,USA",32.6856724,-96.8819838,0.5185,0.6173,0.0,0.0037,62.1256,0.0491,0.0491
